# frequency [Hz], storage [Mpa], loss [MPa], temperature [Celcius]
3.162279999999999980e+00,9.807349999999999568e+00,1.357320000000000082e+00,5.000000000000000000e+01
3.981059999999999821e+00,1.000099999999999945e+01,1.447030000000000038e+00,5.000000000000000000e+01
5.011860000000000426e+00,1.020969999999999978e+01,1.546869999999999967e+00,5.000000000000000000e+01
6.309569999999999901e+00,1.042680000000000007e+01,1.657920000000000060e+00,5.000000000000000000e+01
7.943279999999999674e+00,1.064489999999999981e+01,1.795739999999999892e+00,5.000000000000000000e+01
1.000000000000000000e+01,1.087010000000000076e+01,1.871340000000000003e+00,5.000000000000000000e+01
1.258929999999999971e+01,1.106370000000000076e+01,1.874190000000000023e+00,5.000000000000000000e+01
1.584890000000000043e+01,1.110890000000000022e+01,2.152460000000000040e+00,5.000000000000000000e+01
1.995260000000000034e+01,1.123450000000000060e+01,2.254370000000000207e+00,5.000000000000000000e+01
2.511890000000000001e+01,1.136819999999999986e+01,2.118040000000000145e+00,5.000000000000000000e+01
3.162280000000000157e+01,1.120079999999999920e+01,2.981590000000000185e+00,5.000000000000000000e+01
3.981069999999999709e+01,1.067980000000000018e+01,4.336669999999999803e+00,5.000000000000000000e+01
5.011869999999999692e+01,1.393870000000000076e+01,3.860430000000000028e+00,5.000000000000000000e+01
6.309570000000000078e+01,1.402590000000000003e+01,3.589409999999999989e+00,5.000000000000000000e+01
7.943280000000000030e+01,1.398380000000000045e+01,3.771549999999999958e+00,5.000000000000000000e+01
9.999990000000000268e-02,5.045440000000000147e+00,6.151539999999999786e-01,6.000000000000000000e+01
1.258900000000000019e-01,5.121069999999999567e+00,6.227899999999999547e-01,6.000000000000000000e+01
1.584800000000000098e-01,5.213650000000000340e+00,6.320130000000000470e-01,6.000000000000000000e+01
1.995200000000000029e-01,5.301940000000000097e+00,6.450289999999999635e-01,6.000000000000000000e+01
2.511800000000000144e-01,5.388779999999999681e+00,6.592569999999999819e-01,6.000000000000000000e+01
3.162200000000000011e-01,5.480240000000000222e+00,6.727309999999999679e-01,6.000000000000000000e+01
3.980989999999999807e-01,5.569960000000000022e+00,6.868919999999999471e-01,6.000000000000000000e+01
5.011790000000000411e-01,5.662060000000000315e+00,7.011800000000000255e-01,6.000000000000000000e+01
6.309489999999999821e-01,5.755589999999999762e+00,7.150959999999999539e-01,6.000000000000000000e+01
7.943189999999999973e-01,5.850120000000000431e+00,7.295530000000000070e-01,6.000000000000000000e+01
9.999989999999999712e-01,5.945739999999999803e+00,7.445770000000000444e-01,6.000000000000000000e+01
1.258920000000000039e+00,6.042430000000000412e+00,7.607110000000000261e-01,6.000000000000000000e+01
1.584889999999999910e+00,6.140270000000000117e+00,7.778169999999999806e-01,6.000000000000000000e+01
1.995260000000000034e+00,6.239300000000000068e+00,7.960350000000000481e-01,6.000000000000000000e+01
2.511890000000000178e+00,6.340860000000000163e+00,8.157739999999999991e-01,6.000000000000000000e+01
3.162279999999999980e+00,6.446170000000000400e+00,8.378240000000000132e-01,6.000000000000000000e+01
3.981059999999999821e+00,6.556079999999999686e+00,8.628449999999999731e-01,6.000000000000000000e+01
5.011860000000000426e+00,6.659709999999999575e+00,8.899390000000000356e-01,6.000000000000000000e+01
6.309569999999999901e+00,6.746970000000000134e+00,9.197739999999999805e-01,6.000000000000000000e+01
7.943279999999999674e+00,6.815290000000000070e+00,9.698600000000000554e-01,6.000000000000000000e+01
1.000000000000000000e+01,6.860470000000000290e+00,1.007640000000000091e+00,6.000000000000000000e+01
1.258929999999999971e+01,6.896560000000000024e+00,1.012629999999999919e+00,6.000000000000000000e+01
1.584890000000000043e+01,6.978600000000000136e+00,1.002950000000000008e+00,6.000000000000000000e+01
1.995260000000000034e+01,7.124850000000000350e+00,9.791600000000000303e-01,6.000000000000000000e+01
2.511890000000000001e+01,7.315789999999999793e+00,8.586470000000000491e-01,6.000000000000000000e+01
3.162280000000000157e+01,7.562730000000000175e+00,8.363620000000000498e-01,6.000000000000000000e+01
3.981069999999999709e+01,7.735649999999999693e+00,1.090189999999999992e+00,6.000000000000000000e+01
5.011869999999999692e+01,7.979090000000000238e+00,1.357850000000000001e+00,6.000000000000000000e+01
6.309570000000000078e+01,8.331810000000000827e+00,1.628379999999999939e+00,6.000000000000000000e+01
7.943280000000000030e+01,8.655490000000000350e+00,1.818659999999999943e+00,6.000000000000000000e+01
9.999990000000000268e-02,1.887559999999999905e+00,5.689720000000000333e-01,7.000000000000000000e+01
1.258900000000000019e-01,1.955819999999999892e+00,5.724479999999999569e-01,7.000000000000000000e+01
1.584800000000000098e-01,2.021609999999999907e+00,5.762570000000000192e-01,7.000000000000000000e+01
1.995200000000000029e-01,2.080989999999999895e+00,5.773359999999999603e-01,7.000000000000000000e+01
2.511800000000000144e-01,2.139609999999999790e+00,5.780229999999999535e-01,7.000000000000000000e+01
3.162200000000000011e-01,2.203829999999999956e+00,5.770589999999999886e-01,7.000000000000000000e+01
3.980989999999999807e-01,2.262379999999999836e+00,5.745400000000000507e-01,7.000000000000000000e+01
5.011790000000000411e-01,2.320419999999999927e+00,5.710359999999999880e-01,7.000000000000000000e+01
6.309489999999999821e-01,2.377130000000000187e+00,5.665989999999999638e-01,7.000000000000000000e+01
7.943189999999999973e-01,2.432209999999999983e+00,5.614400000000000501e-01,7.000000000000000000e+01
9.999989999999999712e-01,2.485619999999999941e+00,5.556940000000000213e-01,7.000000000000000000e+01
1.258920000000000039e+00,2.537430000000000074e+00,5.494790000000000507e-01,7.000000000000000000e+01
1.584889999999999910e+00,2.587530000000000108e+00,5.427809999999999580e-01,7.000000000000000000e+01
1.995260000000000034e+00,2.636010000000000186e+00,5.358929999999999527e-01,7.000000000000000000e+01
2.511890000000000178e+00,2.684439999999999937e+00,5.294259999999999522e-01,7.000000000000000000e+01
3.162279999999999980e+00,2.735170000000000101e+00,5.238239999999999563e-01,7.000000000000000000e+01
3.981059999999999821e+00,2.786950000000000038e+00,5.187899999999999734e-01,7.000000000000000000e+01
5.011860000000000426e+00,2.830420000000000158e+00,5.135260000000000380e-01,7.000000000000000000e+01
6.309569999999999901e+00,2.853349999999999831e+00,5.085960000000000480e-01,7.000000000000000000e+01
7.943279999999999674e+00,2.850239999999999885e+00,5.303170000000000384e-01,7.000000000000000000e+01
1.000000000000000000e+01,2.818919999999999870e+00,5.340080000000000382e-01,7.000000000000000000e+01
1.258929999999999971e+01,2.776899999999999924e+00,4.943509999999999849e-01,7.000000000000000000e+01
1.584890000000000043e+01,2.781039999999999957e+00,4.173020000000000063e-01,7.000000000000000000e+01
1.995260000000000034e+01,2.843999999999999861e+00,3.090640000000000054e-01,7.000000000000000000e+01
2.511890000000000001e+01,2.937040000000000095e+00,4.044559999999999822e-02,7.000000000000000000e+01
3.162280000000000157e+01,3.091120000000000090e+00,-1.273489999999999900e-01,7.000000000000000000e+01
3.981069999999999709e+01,3.204330000000000123e+00,2.649320000000000147e-02,7.000000000000000000e+01
5.011869999999999692e+01,3.379199999999999982e+00,3.384260000000000046e-01,7.000000000000000000e+01
6.309570000000000078e+01,3.672769999999999868e+00,6.399179999999999868e-01,7.000000000000000000e+01
7.943280000000000030e+01,3.978670000000000151e+00,8.551210000000000200e-01,7.000000000000000000e+01
9.999990000000000268e-02,7.358219999999999761e-01,3.717210000000000236e-01,8.000000000000000000e+01
1.258900000000000019e-01,7.808230000000000448e-01,3.879210000000000158e-01,8.000000000000000000e+01
1.584800000000000098e-01,8.227750000000000341e-01,3.980750000000000122e-01,8.000000000000000000e+01
1.995200000000000029e-01,8.622370000000000312e-01,4.002419999999999867e-01,8.000000000000000000e+01
2.511800000000000144e-01,9.024149999999999672e-01,4.046409999999999729e-01,8.000000000000000000e+01
3.162200000000000011e-01,9.461730000000000418e-01,4.075880000000000059e-01,8.000000000000000000e+01
3.980989999999999807e-01,9.860839999999999606e-01,4.064849999999999852e-01,8.000000000000000000e+01
5.011790000000000411e-01,1.025579999999999936e+00,4.044969999999999954e-01,8.000000000000000000e+01
6.309489999999999821e-01,1.063690000000000024e+00,4.019170000000000242e-01,8.000000000000000000e+01
7.943189999999999973e-01,1.100360000000000005e+00,3.984460000000000224e-01,8.000000000000000000e+01
9.999989999999999712e-01,1.135709999999999997e+00,3.940020000000000189e-01,8.000000000000000000e+01
1.258920000000000039e+00,1.169869999999999965e+00,3.885199999999999765e-01,8.000000000000000000e+01
1.584889999999999910e+00,1.202769999999999895e+00,3.820740000000000247e-01,8.000000000000000000e+01
1.995260000000000034e+00,1.234269999999999978e+00,3.747889999999999833e-01,8.000000000000000000e+01
2.511890000000000178e+00,1.264399999999999968e+00,3.671619999999999884e-01,8.000000000000000000e+01
3.162279999999999980e+00,1.292149999999999910e+00,3.590209999999999790e-01,8.000000000000000000e+01
3.981059999999999821e+00,1.319760000000000044e+00,3.514780000000000126e-01,8.000000000000000000e+01
5.011860000000000426e+00,1.347480000000000011e+00,3.447640000000000149e-01,8.000000000000000000e+01
6.309569999999999901e+00,1.371289999999999898e+00,3.400429999999999842e-01,8.000000000000000000e+01
7.943279999999999674e+00,1.382039999999999935e+00,3.853509999999999991e-01,8.000000000000000000e+01
1.000000000000000000e+01,1.401620000000000088e+00,4.156079999999999774e-01,8.000000000000000000e+01
1.258929999999999971e+01,1.440059999999999896e+00,3.784830000000000139e-01,8.000000000000000000e+01
1.584890000000000043e+01,1.501509999999999900e+00,2.385170000000000068e-01,8.000000000000000000e+01
1.995260000000000034e+01,1.587250000000000050e+00,5.759870000000000267e-02,8.000000000000000000e+01
2.511890000000000001e+01,1.614200000000000079e+00,-5.361209999999999587e-01,8.000000000000000000e+01
3.162280000000000157e+01,1.541060000000000096e+00,-9.255780000000000118e-01,8.000000000000000000e+01
3.981069999999999709e+01,1.716469999999999940e+00,-8.616089999999999582e-01,8.000000000000000000e+01
5.011869999999999692e+01,2.075959999999999805e+00,-1.426929999999999865e-01,8.000000000000000000e+01
6.309570000000000078e+01,2.251489999999999991e+00,-1.943910000000000082e-01,8.000000000000000000e+01
7.943280000000000030e+01,1.746590000000000087e+00,3.561690000000000134e-01,8.000000000000000000e+01
